club_id,club_name,club_type,district,zone,country,state,city,latitude,longitude,charter_date,status,meeting_location,meeting_day,meeting_time,public_email,website,instagram,facebook,linkedin,youtube,description,last_updated
RC00112,Delhi Lakeview,community,3011,2,India,Delhi,Delhi,28.6161,77.170283,2020-07-01,unknown,Delhi Community Hall,Saturday,17:00,delhi-lakeview@example.org,https://example.org/delhi-lakeview,,,,,"A community-based Rotaract club serving Delhi, India.",2026-08-01
RC00113,Delhi Crescent 28,community,3011,2,India,Delhi,Delhi,28.580359,77.175697,2010-07-01,active,,,,delhi-crescent-28@example.org,,https://instagram.com/delhicrescent28,,,,,2026-08-01
RC00114,Delhi Lakeview 29,community,3011,2,India,Delhi,Delhi,28.642289,77.229628,2005-07-01,unknown,Delhi Community Hall,,18:30,delhi-lakeview-29@example.org,https://example.org/delhi-lakeview-29,https://instagram.com/delhilakeview29,https://facebook.com/delhi-lakeview-29,https://linkedin.com/company/delhi-lakeview-29,,"A community-based Rotaract club serving Delhi, India.",2026-08-01
RC00115,Delhi Pearl,community,3011,2,India,Delhi,Delhi,28.611804,77.212939,,unknown,Delhi Community Hall,Friday,10:00,delhi-pearl@example.org,,https://instagram.com/delhipearl,,,,,2026-08-01
RC00116,NIT Delhi,university,3011,2,India,Delhi,Delhi,28.603647,77.221524,2014-07-01,active,Delhi Community Hall,,10:00,nit-delhi@example.org,,,https://facebook.com/nit-delhi,,,"A university-based Rotaract club serving Delhi, India.",2026-08-01
RC00117,Jawaharlal Nehru University Delhi 32,university,3011,2,India,Delhi,Delhi,28.594014,77.176642,,inactive,Delhi Community Hall,Wednesday,,jawaharlal-nehru-univers@example.org,https://example.org/jawaharlal-nehru-univers,,,,,"A university-based Rotaract club serving Delhi, India.",2026-08-01
RC00118,NIT Delhi 33,university,3011,2,India,Delhi,Delhi,28.591858,77.244157,,active,,Friday,,nit-delhi-33@example.org,,,,,,"A university-based Rotaract club serving Delhi, India.",2026-08-01
RC00119,Delhi Sunrise,community,3011,2,India,Delhi,Delhi,,,2011-07-01,active,,Sunday,,delhi-sunrise@example.org,https://example.org/delhi-sunrise,https://instagram.com/delhisunrise,,,,,2026-08-01
RC00120,Loyola College Delhi,university,3011,2,India,Delhi,Delhi,28.616554,77.202314,2016-07-01,inactive,,Wednesday,19:00,,https://example.org/loyola-college-delhi,https://instagram.com/loyolacollegedelhi,,,https://youtube.com/@loyolacollegedelhi,,2026-08-01
RC00121,BITS Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.094928,80.266581,2011-07-01,unknown,Chennai Community Hall,Wednesday,17:00,bits-chennai@example.org,https://example.org/bits-chennai,,,https://linkedin.com/company/bits-chennai,,"A university-based Rotaract club serving Chennai, India.",2026-08-01
RC00122,Chennai Summit,community,3232,5,India,Tamil Nadu,Chennai,,,2019-07-01,inactive,Chennai Community Hall,Saturday,,chennai-summit@example.org,,https://instagram.com/chennaisummit,,https://linkedin.com/company/chennai-summit,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00123,Chennai Downtown,community,3232,5,India,Tamil Nadu,Chennai,13.054399,80.254046,,inactive,,,18:30,,,,https://facebook.com/chennai-downtown,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00124,Chennai Heritage,community,3232,5,India,Tamil Nadu,Chennai,13.087876,80.296199,2013-07-01,unknown,,,,chennai-heritage@example.org,,,,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00125,Chennai Metropolitan,community,3232,5,India,Tamil Nadu,Chennai,13.064336,80.269011,2021-07-01,active,Chennai Community Hall,Friday,19:00,,https://example.org/chennai-metropolitan,,,,,,2026-08-01
RC00126,LUMS Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.067255,80.263428,2006-07-01,active,Chennai Community Hall,Wednesday,10:00,,,https://instagram.com/lumschennai,https://facebook.com/lums-chennai,,,,2026-08-01
RC00127,LUMS Chennai 7,university,3232,5,India,Tamil Nadu,Chennai,13.093722,80.292673,2011-07-01,inactive,,Saturday,,lums-chennai-7@example.org,,https://instagram.com/lumschennai7,,,,,2026-08-01
RC00128,Tribhuvan University Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.064703,80.280175,,unknown,Chennai Community Hall,,19:00,tribhuvan-university-che@example.org,https://example.org/tribhuvan-university-che,https://instagram.com/tribhuvanuniversityche,,,,,2026-08-01
RC00129,Chennai Downtown 9,community,3232,5,India,Tamil Nadu,Chennai,13.109737,80.292756,2020-07-01,inactive,Chennai Community Hall,,17:00,chennai-downtown-9@example.org,,https://instagram.com/chennaidowntown9,https://facebook.com/chennai-downtown-9,,https://youtube.com/@chennaidowntown9,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00130,Tribhuvan University Chennai 10,university,3232,5,India,Tamil Nadu,Chennai,13.093892,80.291121,2009-07-01,active,Chennai Community Hall,Sunday,,,,https://instagram.com/tribhuvanuniversityche,,https://linkedin.com/company/tribhuvan-university-che,,,2026-08-01
RC00131,Chennai Garden City,community,3232,5,India,Tamil Nadu,Chennai,13.100756,80.232816,,active,Chennai Community Hall,Saturday,19:00,chennai-garden-city@example.org,,https://instagram.com/chennaigardencity,,,https://youtube.com/@chennaigardencity,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00132,University of Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.099662,80.281753,2018-07-01,active,,Saturday,18:30,,https://example.org/university-of-chennai,,https://facebook.com/university-of-chennai,,,,2026-08-01
RC00133,Chennai Harmony,community,3232,5,India,Tamil Nadu,Chennai,13.104067,80.249888,2011-07-01,active,Chennai Community Hall,,17:00,,,https://instagram.com/chennaiharmony,,,,,2026-08-01
RC00134,Chennai Beacon,community,3232,5,India,Tamil Nadu,Chennai,,,2015-07-01,active,Chennai Community Hall,Friday,,chennai-beacon@example.org,https://example.org/chennai-beacon,,,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00135,University of Colombo Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.114565,80.272243,2019-07-01,unknown,Chennai Community Hall,Wednesday,10:00,university-of-colombo-ch@example.org,,https://instagram.com/universityofcolomboch,https://facebook.com/university-of-colombo-ch,,,"A university-based Rotaract club serving Chennai, India.",2026-08-01
RC00136,Chennai Lakeview,community,3232,5,India,Tamil Nadu,Chennai,13.105391,80.293629,,active,Chennai Community Hall,Wednesday,,chennai-lakeview@example.org,,,https://facebook.com/chennai-lakeview,,,,2026-08-01
RC00137,BITS Chennai 17,university,3232,5,India,Tamil Nadu,Chennai,13.098538,80.259598,,active,,Friday,18:30,bits-chennai-17@example.org,,https://instagram.com/bitschennai17,,,https://youtube.com/@bitschennai17,"A university-based Rotaract club serving Chennai, India.",2026-08-01
RC00138,Chennai Riverside,community,3232,5,India,Tamil Nadu,Chennai,13.066598,80.276815,,inactive,Chennai Community Hall,,19:00,chennai-riverside@example.org,,https://instagram.com/chennairiverside,,,,,2026-08-01
RC00139,Chennai Riverside 19,community,3232,5,India,Tamil Nadu,Chennai,13.063639,80.231634,2024-07-01,active,,Friday,18:30,chennai-riverside-19@example.org,https://example.org/chennai-riverside-19,https://instagram.com/chennairiverside19,,https://linkedin.com/company/chennai-riverside-19,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00140,Chennai Riverside 20,community,3232,5,India,Tamil Nadu,Chennai,13.094481,80.302703,2005-07-01,inactive,Chennai Community Hall,Wednesday,19:00,chennai-riverside-20@example.org,,,https://facebook.com/chennai-riverside-20,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00141,Christ University Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.103823,80.251097,2006-07-01,unknown,,Sunday,19:00,christ-university-chenna@example.org,,,,,,"A university-based Rotaract club serving Chennai, India.",2026-08-01
RC00142,Chennai Lakeview 22,community,3232,5,India,Tamil Nadu,Chennai,13.046693,80.301364,,active,,,,chennai-lakeview-22@example.org,,,,,,,2026-08-01
RC00143,Chennai Riverside 23,community,3232,5,India,Tamil Nadu,Chennai,,,,active,Chennai Community Hall,Sunday,17:00,chennai-riverside-23@example.org,,https://instagram.com/chennairiverside23,https://facebook.com/chennai-riverside-23,,,,2026-08-01
RC00144,Chennai Harmony 24,community,3232,5,India,Tamil Nadu,Chennai,13.118767,80.263385,2015-07-01,active,Chennai Community Hall,Sunday,19:00,,,,,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00145,Presidency College Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.081946,80.238655,,active,,Friday,,presidency-college-chenn@example.org,,https://instagram.com/presidencycollegechenn,,,,,2026-08-01
RC00146,Chennai Metropolitan 26,community,3232,5,India,Tamil Nadu,Chennai,13.093218,80.306723,2010-07-01,active,,,,chennai-metropolitan-26@example.org,,https://instagram.com/chennaimetropolitan26,https://facebook.com/chennai-metropolitan-26,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00147,BITS Chennai 27,university,3232,5,India,Tamil Nadu,Chennai,13.067036,80.301367,,active,,,,,,https://instagram.com/bitschennai27,https://facebook.com/bits-chennai-27,,,,2026-08-01
RC00148,Chennai Summit 28,community,3232,5,India,Tamil Nadu,Chennai,13.1205,80.276675,2023-07-01,inactive,Chennai Community Hall,Friday,,,,,https://facebook.com/chennai-summit-28,,,"A community-based Rotaract club serving Chennai, India.",2026-08-01
RC00149,University of Dhaka Chennai,university,3232,5,India,Tamil Nadu,Chennai,13.091584,80.29726,,active,Chennai Community Hall,Sunday,19:00,university-of-dhaka-chen@example.org,https://example.org/university-of-dhaka-chen,https://instagram.com/universityofdhakachen,,https://linkedin.com/company/university-of-dhaka-chen,,,2026-08-01
RC00150,NIT Chennai,university,3232,5,India,Tamil Nadu,Chennai,,,2018-07-01,active,,,18:30,,,,https://facebook.com/nit-chennai,,,"A university-based Rotaract club serving Chennai, India.",2026-08-01
RC00151,Jawaharlal Nehru University Hyderabad,university,3150,4,India,Telangana,Hyderabad,17.419637,78.458054,2011-07-01,inactive,Hyderabad Community Hall,,,,https://example.org/jawaharlal-nehru-univers,,,,,"A university-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00152,Hyderabad Central,community,3150,4,India,Telangana,Hyderabad,17.393088,78.45439,2016-07-01,active,Hyderabad Community Hall,Friday,17:00,hyderabad-central@example.org,https://example.org/hyderabad-central,https://instagram.com/hyderabadcentral,https://facebook.com/hyderabad-central,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00153,NUST Hyderabad,university,3150,4,India,Telangana,Hyderabad,17.363092,78.525691,,unknown,,,19:00,nust-hyderabad@example.org,https://example.org/nust-hyderabad,,,,,,2026-08-01
RC00154,Hyderabad Horizon,community,3150,4,India,Telangana,Hyderabad,17.381009,78.451503,2012-07-01,unknown,Hyderabad Community Hall,Sunday,17:00,,,https://instagram.com/hyderabadhorizon,,https://linkedin.com/company/hyderabad-horizon,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00155,St. Joseph's College Hyderabad,university,3150,4,India,Telangana,Hyderabad,17.388004,78.466323,,active,,,,,,https://instagram.com/stjosephscollegehyde,https://facebook.com/st-joseph-s-college-hyde,,,,2026-08-01
RC00156,Hyderabad Sunrise,community,3150,4,India,Telangana,Hyderabad,,,2018-07-01,active,,,17:00,hyderabad-sunrise@example.org,,,,,,,2026-08-01
RC00157,Hyderabad Capitol,community,3150,4,India,Telangana,Hyderabad,17.387732,78.501082,2017-07-01,inactive,Hyderabad Community Hall,,18:30,,,https://instagram.com/hyderabadcapitol,,https://linkedin.com/company/hyderabad-capitol,https://youtube.com/@hyderabadcapitol,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00158,Hyderabad Unity,community,3150,4,India,Telangana,Hyderabad,17.389275,78.526346,2008-07-01,active,,,19:00,hyderabad-unity@example.org,,https://instagram.com/hyderabadunity,https://facebook.com/hyderabad-unity,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00159,BITS Hyderabad,university,3150,4,India,Telangana,Hyderabad,17.398503,78.504853,,active,Hyderabad Community Hall,,18:30,bits-hyderabad@example.org,,https://instagram.com/bitshyderabad,,,,"A university-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00160,Hyderabad Metropolitan,community,3150,4,India,Telangana,Hyderabad,17.362355,78.501434,2007-07-01,active,,Wednesday,,,,,https://facebook.com/hyderabad-metropolitan,,,,2026-08-01
RC00161,Hyderabad Lakeview,community,3150,4,India,Telangana,Hyderabad,17.348979,78.499039,2012-07-01,active,,Friday,19:00,hyderabad-lakeview@example.org,https://example.org/hyderabad-lakeview,https://instagram.com/hyderabadlakeview,https://facebook.com/hyderabad-lakeview,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00162,BITS Hyderabad 12,university,3150,4,India,Telangana,Hyderabad,17.345296,78.488264,,active,Hyderabad Community Hall,Friday,10:00,bits-hyderabad-12@example.org,,,https://facebook.com/bits-hyderabad-12,,,,2026-08-01
RC00163,Hyderabad Pearl,community,3150,4,India,Telangana,Hyderabad,17.423615,78.519886,2011-07-01,unknown,Hyderabad Community Hall,Saturday,19:00,,,,https://facebook.com/hyderabad-pearl,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00164,NUST Hyderabad 14,university,3150,4,India,Telangana,Hyderabad,17.383935,78.454199,2022-07-01,active,Hyderabad Community Hall,,19:00,,,,,https://linkedin.com/company/nust-hyderabad-14,,"A university-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00165,Hyderabad Summit,community,3150,4,India,Telangana,Hyderabad,17.387397,78.520816,,unknown,Hyderabad Community Hall,Sunday,,hyderabad-summit@example.org,https://example.org/hyderabad-summit,https://instagram.com/hyderabadsummit,,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00166,Jawaharlal Nehru University Hyderabad 16,university,3150,4,India,Telangana,Hyderabad,17.411668,78.478183,2013-07-01,inactive,,,10:00,jawaharlal-nehru-univers@example.org,,,,,,"A university-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00167,BITS Hyderabad 17,university,3150,4,India,Telangana,Hyderabad,17.40958,78.47818,,unknown,Hyderabad Community Hall,,,bits-hyderabad-17@example.org,,https://instagram.com/bitshyderabad17,,,,"A university-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00168,Hyderabad Summit 18,community,3150,4,India,Telangana,Hyderabad,17.351973,78.491455,2018-07-01,unknown,,Sunday,,hyderabad-summit-18@example.org,,,,https://linkedin.com/company/hyderabad-summit-18,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00169,Hyderabad Phoenix,community,3150,4,India,Telangana,Hyderabad,17.423483,78.463183,,active,Hyderabad Community Hall,Wednesday,17:00,,,,,https://linkedin.com/company/hyderabad-phoenix,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00170,Hyderabad Beacon,community,3150,4,India,Telangana,Hyderabad,17.346149,78.471272,2010-07-01,active,,Saturday,18:30,hyderabad-beacon@example.org,,https://instagram.com/hyderabadbeacon,https://facebook.com/hyderabad-beacon,https://linkedin.com/company/hyderabad-beacon,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00171,Hyderabad Phoenix 21,community,3150,4,India,Telangana,Hyderabad,,,2016-07-01,active,Hyderabad Community Hall,Saturday,,hyderabad-phoenix-21@example.org,https://example.org/hyderabad-phoenix-21,https://instagram.com/hyderabadphoenix21,,https://linkedin.com/company/hyderabad-phoenix-21,,,2026-08-01
RC00172,Presidency College Hyderabad,university,3150,4,India,Telangana,Hyderabad,17.360836,78.523754,2007-07-01,active,,,10:00,presidency-college-hyder@example.org,https://example.org/presidency-college-hyder,https://instagram.com/presidencycollegehyder,,https://linkedin.com/company/presidency-college-hyder,https://youtube.com/@presidencycollegehyder,"A university-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00173,Hyderabad Unity 23,community,3150,4,India,Telangana,Hyderabad,17.375418,78.491345,2009-07-01,inactive,Hyderabad Community Hall,,19:00,hyderabad-unity-23@example.org,,https://instagram.com/hyderabadunity23,,,https://youtube.com/@hyderabadunity23,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00174,Hyderabad Metropolitan 24,community,3150,4,India,Telangana,Hyderabad,17.406472,78.52216,2021-07-01,active,Hyderabad Community Hall,Saturday,,hyderabad-metropolitan-2@example.org,,,https://facebook.com/hyderabad-metropolitan-2,,,,2026-08-01
RC00175,Hyderabad Pearl 25,community,3150,4,India,Telangana,Hyderabad,17.423982,78.482415,2023-07-01,active,Hyderabad Community Hall,,17:00,hyderabad-pearl-25@example.org,,,https://facebook.com/hyderabad-pearl-25,https://linkedin.com/company/hyderabad-pearl-25,,,2026-08-01
RC00176,University of Hyderabad,university,3150,4,India,Telangana,Hyderabad,17.379326,78.459744,2021-07-01,active,Hyderabad Community Hall,Sunday,,university-of-hyderabad@example.org,,https://instagram.com/universityofhyderabad,https://facebook.com/university-of-hyderabad,,,,2026-08-01
RC00177,Hyderabad Phoenix 27,community,3150,4,India,Telangana,Hyderabad,17.350629,78.470843,,unknown,Hyderabad Community Hall,Friday,10:00,hyderabad-phoenix-27@example.org,,,https://facebook.com/hyderabad-phoenix-27,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00178,Hyderabad Downtown,community,3150,4,India,Telangana,Hyderabad,17.365657,78.476097,,active,Hyderabad Community Hall,Friday,19:00,hyderabad-downtown@example.org,,,https://facebook.com/hyderabad-downtown,,,"A community-based Rotaract club serving Hyderabad, India.",2026-08-01
RC00179,Kolkata,community,3291,6,India,West Bengal,Kolkata,22.603944,88.373668,2023-07-01,active,Kolkata Community Hall,Friday,10:00,kolkata@example.org,,,https://facebook.com/kolkata,,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00180,Kolkata Pearl,community,3291,6,India,West Bengal,Kolkata,22.589925,88.350101,,inactive,Kolkata Community Hall,Friday,10:00,kolkata-pearl@example.org,,,,https://linkedin.com/company/kolkata-pearl,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00181,Kolkata Heritage,community,3291,6,India,West Bengal,Kolkata,22.611557,88.36674,2008-07-01,inactive,,Friday,17:00,,https://example.org/kolkata-heritage,,https://facebook.com/kolkata-heritage,,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00182,Kolkata Heritage 4,community,3291,6,India,West Bengal,Kolkata,22.582912,88.397924,,active,Kolkata Community Hall,Wednesday,19:00,kolkata-heritage-4@example.org,https://example.org/kolkata-heritage-4,,,,,,2026-08-01
RC00183,Kolkata Capitol,community,3291,6,India,West Bengal,Kolkata,22.605048,88.330991,,unknown,Kolkata Community Hall,Friday,19:00,kolkata-capitol@example.org,,https://instagram.com/kolkatacapitol,,,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00184,Kolkata Pearl 6,community,3291,6,India,West Bengal,Kolkata,22.554402,88.399267,2014-07-01,inactive,,,18:30,kolkata-pearl-6@example.org,https://example.org/kolkata-pearl-6,https://instagram.com/kolkatapearl6,,,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00185,IIT Kolkata,university,3291,6,India,West Bengal,Kolkata,22.544953,88.34466,,active,Kolkata Community Hall,,10:00,iit-kolkata@example.org,https://example.org/iit-kolkata,,,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00186,St. Joseph's College Kolkata,university,3291,6,India,West Bengal,Kolkata,22.58744,88.383198,2014-07-01,inactive,,Sunday,18:30,st-joseph-s-college-kolk@example.org,,https://instagram.com/stjosephscollegekolk,https://facebook.com/st-joseph-s-college-kolk,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00187,NIT Kolkata,university,3291,6,India,West Bengal,Kolkata,22.591012,88.343647,,active,Kolkata Community Hall,Wednesday,,nit-kolkata@example.org,https://example.org/nit-kolkata,,,https://linkedin.com/company/nit-kolkata,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00188,University of Dhaka Kolkata,university,3291,6,India,West Bengal,Kolkata,22.609363,88.371478,2018-07-01,unknown,,,17:00,,,https://instagram.com/universityofdhakakolk,,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00189,Manipal Academy Kolkata,university,3291,6,India,West Bengal,Kolkata,22.600929,88.398563,,unknown,Kolkata Community Hall,Sunday,17:00,manipal-academy-kolkata@example.org,,https://instagram.com/manipalacademykolkata,,https://linkedin.com/company/manipal-academy-kolkata,,,2026-08-01
RC00190,NUST Kolkata,university,3291,6,India,West Bengal,Kolkata,22.560649,88.325575,,active,Kolkata Community Hall,,19:00,nust-kolkata@example.org,,https://instagram.com/nustkolkata,https://facebook.com/nust-kolkata,,,,2026-08-01
RC00191,University of Colombo Kolkata,university,3291,6,India,West Bengal,Kolkata,22.579853,88.353726,2006-07-01,active,Kolkata Community Hall,Saturday,,university-of-colombo-ko@example.org,,,,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00192,Kolkata Crescent,community,3291,6,India,West Bengal,Kolkata,22.556018,88.336279,2009-07-01,inactive,Kolkata Community Hall,,19:00,kolkata-crescent@example.org,,https://instagram.com/kolkatacrescent,,https://linkedin.com/company/kolkata-crescent,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00193,Kolkata Crescent 15,community,3291,6,India,West Bengal,Kolkata,22.582505,88.389034,2012-07-01,active,,Friday,,,,https://instagram.com/kolkatacrescent15,https://facebook.com/kolkata-crescent-15,https://linkedin.com/company/kolkata-crescent-15,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00194,Presidency College Kolkata,university,3291,6,India,West Bengal,Kolkata,22.58875,88.324049,2023-07-01,active,Kolkata Community Hall,Wednesday,10:00,,,,,https://linkedin.com/company/presidency-college-kolka,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00195,NIT Kolkata 17,university,3291,6,India,West Bengal,Kolkata,22.559147,88.329887,2015-07-01,active,Kolkata Community Hall,,19:00,nit-kolkata-17@example.org,,,https://facebook.com/nit-kolkata-17,https://linkedin.com/company/nit-kolkata-17,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00196,Kolkata Phoenix,community,3291,6,India,West Bengal,Kolkata,22.562074,88.326072,2011-07-01,active,Kolkata Community Hall,Friday,18:30,,,https://instagram.com/kolkataphoenix,,,https://youtube.com/@kolkataphoenix,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00197,LUMS Kolkata,university,3291,6,India,West Bengal,Kolkata,22.556461,88.385666,2010-07-01,active,,Friday,17:00,lums-kolkata@example.org,,,,,,,2026-08-01
RC00198,Kolkata Harmony,community,3291,6,India,West Bengal,Kolkata,22.545106,88.378789,2012-07-01,active,,,10:00,kolkata-harmony@example.org,,,,,,,2026-08-01
RC00199,Amrita Vishwa Vidyapeetham Kolkata,university,3291,6,India,West Bengal,Kolkata,22.55494,88.396305,2014-07-01,unknown,,Wednesday,,amrita-vishwa-vidyapeeth@example.org,,,,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00200,University of Colombo Kolkata 22,university,3291,6,India,West Bengal,Kolkata,22.565979,88.392558,,active,Kolkata Community Hall,,,university-of-colombo-ko@example.org,https://example.org/university-of-colombo-ko,,,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00201,Kolkata Pearl 23,community,3291,6,India,West Bengal,Kolkata,22.56206,88.377017,,active,,Wednesday,19:00,kolkata-pearl-23@example.org,https://example.org/kolkata-pearl-23,https://instagram.com/kolkatapearl23,https://facebook.com/kolkata-pearl-23,,,"A community-based Rotaract club serving Kolkata, India.",2026-08-01
RC00202,Kolkata Garden City,community,3291,6,India,West Bengal,Kolkata,22.605695,88.38584,,active,Kolkata Community Hall,Wednesday,17:00,kolkata-garden-city@example.org,https://example.org/kolkata-garden-city,https://instagram.com/kolkatagardencity,,,,,2026-08-01
RC00203,Amrita Vishwa Vidyapeetham Kolkata 25,university,3291,6,India,West Bengal,Kolkata,22.551716,88.346212,2008-07-01,inactive,Kolkata Community Hall,Wednesday,,amrita-vishwa-vidyapeeth@example.org,,,https://facebook.com/amrita-vishwa-vidyapeeth,,,"A university-based Rotaract club serving Kolkata, India.",2026-08-01
RC00204,Pune,community,3131,3,India,Maharashtra,Pune,18.531907,73.853123,2018-07-01,active,Pune Community Hall,,19:00,,https://example.org/pune,,,https://linkedin.com/company/pune,,,2026-08-01
RC00205,Pune Phoenix,community,3131,3,India,Maharashtra,Pune,18.493836,73.855623,,active,,,18:30,pune-phoenix@example.org,,,https://facebook.com/pune-phoenix,,,"A community-based Rotaract club serving Pune, India.",2026-08-01
RC00206,Symbiosis Pune,university,3131,3,India,Maharashtra,Pune,18.508846,73.861574,2024-07-01,active,,Sunday,17:00,,,https://instagram.com/symbiosispune,https://facebook.com/symbiosis-pune,,,,2026-08-01
RC00207,Pune Horizon,community,3131,3,India,Maharashtra,Pune,,,2005-07-01,unknown,,,,pune-horizon@example.org,,,,https://linkedin.com/company/pune-horizon,,,2026-08-01
RC00208,BITS Pune,university,3131,3,India,Maharashtra,Pune,18.55961,73.873843,2005-07-01,active,,Friday,18:30,bits-pune@example.org,https://example.org/bits-pune,,,,https://youtube.com/@bitspune,,2026-08-01
RC00209,University of Colombo Pune,university,3131,3,India,Maharashtra,Pune,18.490309,73.826027,2006-07-01,active,,,18:30,,,,https://facebook.com/university-of-colombo-pu,https://linkedin.com/company/university-of-colombo-pu,,,2026-08-01
RC00210,Pune Central,community,3131,3,India,Maharashtra,Pune,18.486045,73.893775,,unknown,Pune Community Hall,,17:00,pune-central@example.org,https://example.org/pune-central,https://instagram.com/punecentral,https://facebook.com/pune-central,,,,2026-08-01
RC00211,Pune Gateway,community,3131,3,India,Maharashtra,Pune,18.510187,73.857381,2017-07-01,unknown,Pune Community Hall,Friday,17:00,,,https://instagram.com/punegateway,,,,,2026-08-01
RC00212,Loyola College Pune,university,3131,3,India,Maharashtra,Pune,18.543353,73.848571,2019-07-01,inactive,,Friday,18:30,loyola-college-pune@example.org,,https://instagram.com/loyolacollegepune,,,,,2026-08-01
RC00213,Christ University Pune,university,3131,3,India,Maharashtra,Pune,,,2009-07-01,unknown,Pune Community Hall,,,,,,,,,"A university-based Rotaract club serving Pune, India.",2026-08-01
RC00214,BITS Pune 11,university,3131,3,India,Maharashtra,Pune,18.486233,73.825021,2018-07-01,unknown,Pune Community Hall,,17:00,bits-pune-11@example.org,,https://instagram.com/bitspune11,,,,,2026-08-01
RC00215,BITS Pune 12,university,3131,3,India,Maharashtra,Pune,18.510332,73.841006,2022-07-01,inactive,Pune Community Hall,Wednesday,10:00,bits-pune-12@example.org,,,,,https://youtube.com/@bitspune12,,2026-08-01
RC00216,Pune Beacon,community,3131,3,India,Maharashtra,Pune,18.545606,73.817895,,active,Pune Community Hall,,17:00,,https://example.org/pune-beacon,,,,,,2026-08-01
RC00217,Pune Oasis,community,3131,3,India,Maharashtra,Pune,,,2016-07-01,unknown,,Sunday,,pune-oasis@example.org,https://example.org/pune-oasis,https://instagram.com/puneoasis,,,,"A community-based Rotaract club serving Pune, India.",2026-08-01
RC00218,IIT Pune,university,3131,3,India,Maharashtra,Pune,18.501615,73.888202,2022-07-01,inactive,Pune Community Hall,,18:30,iit-pune@example.org,,,,,,"A university-based Rotaract club serving Pune, India.",2026-08-01
RC00219,Pune Horizon 16,community,3131,3,India,Maharashtra,Pune,18.530562,73.83051,,active,Pune Community Hall,Friday,10:00,,https://example.org/pune-horizon-16,https://instagram.com/punehorizon16,https://facebook.com/pune-horizon-16,,,,2026-08-01
RC00220,NIT Pune,university,3131,3,India,Maharashtra,Pune,18.528245,73.838592,,active,,Saturday,18:30,nit-pune@example.org,,https://instagram.com/nitpune,,,https://youtube.com/@nitpune,,2026-08-01
